what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1339891292278
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1339891292280
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1339891292281
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1339891292281
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1339891292282
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1339891292285
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1339891292287
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1339891292287
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1339891292289
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1339891292290
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1339891292295
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1339891292296
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1339891292297
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1339891292298
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1339891292298
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1339891292299
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1339891292299
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1339891292301
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1339891292303
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1339891292304
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1339891292305
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1339891292306
os,sysinfo,,,"win32",1339891292310
arch,sysinfo,,,"x86",1339891292310
ws,sysinfo,,,"win32",1339891292310
locale,sysinfo,,,"en_US",1339891292310
processors,sysinfo,,,"2",1339891292310
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1339891292310
java.runtime.version,sysinfo,,,"1.7.0_04-b22",1339891292310
java.specification.name,sysinfo,,,"Java Platform API Specification",1339891292310
java.specification.vendor,sysinfo,,,"Oracle Corporation",1339891292310
java.specification.version,sysinfo,,,"1.7",1339891292310
java.vendor,sysinfo,,,"Oracle Corporation",1339891292310
java.version,sysinfo,,,"1.7.0_04",1339891292310
java.vm.info,sysinfo,,,"mixed mode, sharing",1339891292310
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1339891292310
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1339891292310
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1339891292310
java.vm.specification.version,sysinfo,,,"1.7",1339891292310
java.vm.vendor,sysinfo,,,"Oracle Corporation",1339891292310
java.vm.version,sysinfo,,,"23.0-b21",1339891292310
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1339891293407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339891294029
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1339891296258
